,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,cohort,age,Segment,ResponseTxt,BiggerPurchases
1114,11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2013-08-01,29,Wines,Nao aceito,NumWebVisitsMonth
1115,4356,1971,Graduation,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,2013-08-01,42,Wines,Nao aceito,NumWebVisitsMonth
1116,3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,2013-10-01,30,GoldProds,Aceito,NumWebVisitsMonth
1117,1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,2013-09-01,30,GoldProds,Aceito,NumWebVisitsMonth
1118,880,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,2013-01-01,47,GoldProds,Nao aceito,NumWebVisitsMonth
1119,2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,2013-09-01,35,Wines,Nao aceito,NumWebPurchases
1120,850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,2013-10-01,45,Wines,Nao aceito,NumStorePurchases
1121,4713,1979,PhD,Married,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,2012-11-01,33,Wines,Nao aceito,NumWebVisitsMonth
1122,675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,2013-05-01,40,Wines,Nao aceito,NumWebVisitsMonth
1123,5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2013-12-01,34,FishProducts,Nao aceito,NumStorePurchases
1124,2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,2012-11-01,58,MeatProducts,Nao aceito,NumWebVisitsMonth
1125,5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,2012-12-01,50,Wines,Aceito,NumWebVisitsMonth
1126,6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,2012-08-01,46,Wines,Nao aceito,NumWebVisitsMonth
1127,1010,1977,Graduation,Together,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,2014-04-01,37,Wines,Nao aceito,NumStorePurchases
1128,8977,1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,2013-01-01,28,GoldProds,Nao aceito,NumWebVisitsMonth
1129,4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,2013-12-01,61,MeatProducts,Aceito,NumStorePurchases
1130,3412,1951,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,2013-01-01,62,Wines,Nao aceito,NumStorePurchases
1131,606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013-10-01,46,Wines,Nao aceito,NumWebVisitsMonth
1132,5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2014-06-01,36,MeatProducts,Nao aceito,NumWebVisitsMonth
1133,2975,1976,Graduation,Together,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,2012-11-01,36,MeatProducts,Nao aceito,NumStorePurchases
1134,2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,2013-10-01,28,Wines,Aceito,NumStorePurchases
1135,7613,1974,2n Cycle,Together,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,2014-05-01,40,Wines,Nao aceito,NumStorePurchases
1136,10542,1968,PhD,Married,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2012-08-01,44,MeatProducts,Nao aceito,NumWebVisitsMonth
1137,8015,1962,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,2013-05-01,51,Wines,Aceito,NumStorePurchases
1138,10617,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,2014-05-01,25,MeatProducts,Nao aceito,NumWebVisitsMonth
1139,11166,1961,Graduation,Married,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,2013-02-01,52,Wines,Nao aceito,NumWebVisitsMonth
1140,849,1953,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,2013-06-01,60,Wines,Nao aceito,NumStorePurchases
1141,523,1989,Graduation,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,2013-01-01,24,MeatProducts,Nao aceito,NumWebVisitsMonth
1142,4066,1978,2n Cycle,Divorced,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,2014-05-01,36,GoldProds,Nao aceito,NumWebVisitsMonth
1143,8414,1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,2013-08-01,51,Wines,Nao aceito,NumWebVisitsMonth
1144,819,1945,Graduation,Widow,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,2013-11-01,68,Wines,Nao aceito,NumStorePurchases
1145,4961,1974,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,2014-01-01,40,Wines,Nao aceito,NumDealsPurchases
1146,749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,2013-11-01,32,MeatProducts,Aceito,NumWebVisitsMonth
1147,5430,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,2012-09-01,56,Wines,Nao aceito,NumDealsPurchases
1148,7755,1954,PhD,Married,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,2013-11-01,59,Wines,Nao aceito,NumWebPurchases
1149,10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,2012-10-01,26,Wines,Aceito,NumWebVisitsMonth
1150,1453,1943,PhD,Widow,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,2013-07-01,70,Wines,Nao aceito,NumStorePurchases
1151,8310,1964,Graduation,Together,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,2012-08-01,48,Wines,Nao aceito,NumWebPurchases
1152,10710,1979,Graduation,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2012-08-01,33,Wines,Nao aceito,NumWebVisitsMonth
1153,5031,1974,Graduation,Together,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,2012-09-01,38,Wines,Aceito,NumStorePurchases
1154,2613,1960,Master,Married,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,2014-04-01,54,Wines,Nao aceito,NumStorePurchases
1155,213,1963,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,2014-05-01,51,Wines,Nao aceito,NumWebVisitsMonth
1156,967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,2013-07-01,37,Wines,Aceito,NumDealsPurchases
1157,1077,1974,Graduation,Together,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,2012-12-01,38,Wines,Nao aceito,NumWebPurchases
1158,7959,1961,Graduation,Married,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,2014-05-01,53,Wines,Nao aceito,NumStorePurchases
1159,640,1951,Graduation,Married,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,2013-03-01,62,Wines,Nao aceito,NumStorePurchases
1160,4252,1965,Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,2014-03-01,49,Wines,Nao aceito,NumStorePurchases
1161,8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,2012-09-01,56,Wines,Nao aceito,NumDealsPurchases
1162,6218,1965,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,2012-10-01,47,Wines,Nao aceito,NumWebPurchases
1163,6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,2012-08-01,18,MeatProducts,Nao aceito,NumStorePurchases
1164,5922,1974,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,2013-10-01,39,Wines,Nao aceito,NumWebVisitsMonth
1165,3598,1972,Graduation,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,2013-05-01,41,Wines,Nao aceito,NumStorePurchases
1166,6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,2013-07-01,45,Wines,Nao aceito,NumStorePurchases
1167,6263,1968,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,2012-08-01,44,MeatProducts,Nao aceito,NumWebVisitsMonth
1168,10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,2013-05-01,65,Wines,Nao aceito,NumStorePurchases
1169,2410,1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,2014-01-01,45,MeatProducts,Nao aceito,NumStorePurchases
1170,193,1996,Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,2014-02-01,18,GoldProds,Nao aceito,NumWebVisitsMonth
1171,3363,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2014-03-01,40,GoldProds,Nao aceito,NumWebVisitsMonth
1172,8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,2012-08-01,22,Wines,Nao aceito,NumWebPurchases
1173,10660,1957,Master,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,2014-01-01,57,Wines,Nao aceito,NumWebPurchases
1174,8686,1979,Basic,Together,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-01-01,34,Fruits,Nao aceito,NumWebVisitsMonth
1175,1604,1960,Master,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,2013-11-01,53,Wines,Nao aceito,NumStorePurchases
1176,5907,1952,Master,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2012-11-01,60,Wines,Nao aceito,NumWebVisitsMonth
1177,10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,2013-05-01,32,Wines,Nao aceito,NumStorePurchases
1178,2918,1981,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,2013-04-01,32,Wines,Nao aceito,NumWebVisitsMonth
1179,5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,2014-02-01,23,Wines,Nao aceito,NumStorePurchases
1180,359,1950,Graduation,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,2013-01-01,63,Wines,Nao aceito,NumWebPurchases
1181,8387,1957,Graduation,Married,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,2013-01-01,56,Wines,Nao aceito,NumWebVisitsMonth
1182,1829,1961,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,2013-01-01,52,Wines,Aceito,NumWebPurchases
1183,3839,1958,Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,2013-05-01,55,GoldProds,Nao aceito,NumDealsPurchases
1184,9392,1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014-05-01,43,MeatProducts,Nao aceito,NumWebVisitsMonth
1185,2292,1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-08-01,28,MeatProducts,Nao aceito,NumWebVisitsMonth
1186,10466,1965,Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2013-08-01,48,Wines,Nao aceito,NumStorePurchases
1187,9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,2013-08-01,61,Wines,Nao aceito,NumStorePurchases
1188,4088,1962,PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,2012-12-01,50,Wines,Nao aceito,NumWebVisitsMonth
1189,5231,1974,2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2014-02-01,40,Wines,Nao aceito,NumWebVisitsMonth
1190,590,1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,2012-12-01,42,Wines,Aceito,NumCatalogPurchases
1191,8732,1969,Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,2012-11-01,43,Wines,Aceito,NumStorePurchases
1192,2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,2014-04-01,54,SweetProducts,Nao aceito,NumWebVisitsMonth
1193,3515,1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,2014-02-01,62,Wines,Nao aceito,NumWebVisitsMonth
1194,2245,1969,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2013-04-01,44,Wines,Nao aceito,NumWebVisitsMonth
1195,6283,1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,2013-04-01,45,Wines,Nao aceito,NumWebPurchases
1196,2246,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,2013-09-01,48,GoldProds,Nao aceito,NumStorePurchases
1197,6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,2013-03-01,44,Wines,Nao aceito,NumStorePurchases
1198,5545,1972,PhD,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,2014-04-01,42,Wines,Nao aceito,NumCatalogPurchases
1199,7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,2012-09-01,51,Wines,Nao aceito,NumStorePurchases
1200,837,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,2013-09-01,36,Wines,Nao aceito,NumStorePurchases
1201,9500,1959,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,2013-01-01,54,Wines,Nao aceito,NumWebPurchases
1202,3602,1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,2013-12-01,55,Wines,Nao aceito,NumStorePurchases
1203,234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,2012-10-01,33,GoldProds,Aceito,NumWebVisitsMonth
1204,2995,1957,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,2013-08-01,56,MeatProducts,Nao aceito,NumStorePurchases
1205,1118,1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,2013-02-01,57,Wines,Nao aceito,NumWebPurchases
1206,7789,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,2013-11-01,48,MeatProducts,Nao aceito,NumStorePurchases
1207,3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-10-01,23,SweetProducts,Nao aceito,NumWebVisitsMonth
1208,8955,1957,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,2014-02-01,57,Wines,Nao aceito,NumWebVisitsMonth
1209,945,1965,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,2013-05-01,48,Wines,Nao aceito,NumWebVisitsMonth
1210,5644,1957,Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,2013-10-01,56,Wines,Nao aceito,NumStorePurchases
1211,7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,2013-04-01,58,Wines,Nao aceito,NumStorePurchases
1212,2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,2013-10-01,41,Wines,Nao aceito,NumCatalogPurchases
1213,697,1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,2013-03-01,44,Wines,Nao aceito,NumCatalogPurchases
1214,3439,1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,2012-10-01,40,Wines,Nao aceito,NumWebVisitsMonth
1215,1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,2013-06-01,38,Wines,Aceito,NumWebVisitsMonth
1216,232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,2013-07-01,48,Wines,Nao aceito,NumStorePurchases
1217,8876,1963,PhD,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,2012-08-01,49,Wines,Nao aceito,NumWebVisitsMonth
1218,4500,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,2013-10-01,22,Wines,Nao aceito,NumStorePurchases
1219,9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,2013-01-01,50,Wines,Nao aceito,NumWebVisitsMonth
1220,10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,2012-08-01,26,Fruits,Nao aceito,NumWebVisitsMonth
1221,1176,1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-09-01,40,GoldProds,Nao aceito,NumWebVisitsMonth
1222,1627,1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,2013-01-01,56,Wines,Nao aceito,NumStorePurchases
1223,938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,2013-07-01,32,Wines,Nao aceito,NumWebVisitsMonth
1224,2740,1958,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,2013-09-01,55,Wines,Nao aceito,NumWebVisitsMonth
1225,257,1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,2013-04-01,54,Wines,Nao aceito,NumStorePurchases
1226,4058,1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,2013-10-01,58,Wines,Nao aceito,NumWebPurchases
1227,7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,2012-10-01,26,GoldProds,Aceito,NumWebVisitsMonth
1228,8210,1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,2013-08-01,38,Wines,Nao aceito,NumStorePurchases
1229,833,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2014-03-01,59,Wines,Nao aceito,NumWebVisitsMonth
1230,6230,1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,2013-02-01,42,Wines,Nao aceito,NumWebVisitsMonth
1231,7325,1986,PhD,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-06-01,27,Wines,Nao aceito,NumWebVisitsMonth
1232,1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,2014-02-01,36,Wines,Nao aceito,NumStorePurchases
1233,1502,1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-03-01,30,MeatProducts,Nao aceito,NumWebVisitsMonth
1234,6211,1976,PhD,Together,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2014-05-01,38,Wines,Nao aceito,NumWebVisitsMonth
1235,843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,2014-05-01,43,Wines,Nao aceito,NumStorePurchases
1236,4174,1956,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2014-04-01,58,Wines,Nao aceito,NumStorePurchases
1237,9757,1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,2013-10-01,41,Wines,Nao aceito,NumStorePurchases
1238,6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-07-01,24,MeatProducts,Nao aceito,NumWebVisitsMonth
1239,286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,2013-11-01,61,Wines,Nao aceito,NumWebVisitsMonth
1240,11086,1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-01-01,30,Fruits,Nao aceito,NumWebVisitsMonth
1241,1921,1967,PhD,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,2013-10-01,46,Wines,Nao aceito,NumWebVisitsMonth
1242,4138,1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,2014-05-01,52,Wines,Nao aceito,NumCatalogPurchases
1243,7718,1947,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,2014-04-01,67,MeatProducts,Nao aceito,NumStorePurchases
